Miniball.Clu0.Cry0.Seg1.X:	175.338
Miniball.Clu0.Cry0.Seg1.Y:	16.5712
Miniball.Clu0.Cry0.Seg1.Z:	215.599
Miniball.Clu0.Cry0.Seg1.Theta:	0.684951
Miniball.Clu0.Cry0.Seg1.Phi:	0.09423
Miniball.Clu0.Cry0.Seg1.Ctr:	3
Miniball.Clu0.Cry0.Seg2.X:	159.61
Miniball.Clu0.Cry0.Seg2.Y:	19.3312
Miniball.Clu0.Cry0.Seg2.Z:	234.414
Miniball.Clu0.Cry0.Seg2.Theta:	0.601176
Miniball.Clu0.Cry0.Seg2.Phi:	0.120528
Miniball.Clu0.Cry0.Seg2.Ctr:	2
Miniball.Clu0.Cry0.Seg3.X:	160.865
Miniball.Clu0.Cry0.Seg3.Y:	-1.7928
Miniball.Clu0.Cry0.Seg3.Z:	240.659
Miniball.Clu0.Cry0.Seg3.Theta:	0.589253
Miniball.Clu0.Cry0.Seg3.Phi:	-0.0111443
Miniball.Clu0.Cry0.Seg3.Ctr:	6
Miniball.Clu0.Cry0.Seg4.X:	164.066
Miniball.Clu0.Cry0.Seg4.Y:	-19.45
Miniball.Clu0.Cry0.Seg4.Z:	228.386
Miniball.Clu0.Cry0.Seg4.Theta:	0.626261
Miniball.Clu0.Cry0.Seg4.Phi:	-0.117999
Miniball.Clu0.Cry0.Seg4.Ctr:	8
Miniball.Clu0.Cry0.Seg5.X:	178.749
Miniball.Clu0.Cry0.Seg5.Y:	-11.6185
Miniball.Clu0.Cry0.Seg5.Z:	214.681
Miniball.Clu0.Cry0.Seg5.Theta:	0.695358
Miniball.Clu0.Cry0.Seg5.Phi:	-0.064908
Miniball.Clu0.Cry0.Seg5.Ctr:	4
Miniball.Clu0.Cry1.Seg0.X:	120.73
Miniball.Clu0.Cry1.Seg0.Y:	47.6551
Miniball.Clu0.Cry1.Seg0.Z:	260.012
Miniball.Clu0.Cry1.Seg0.Theta:	0.462998
Miniball.Clu0.Cry1.Seg0.Phi:	0.37595
Miniball.Clu0.Cry1.Seg0.Ctr:	2
Miniball.Clu0.Cry1.Seg1.X:	106.376
