Miniball.Clu0.Cry0.Seg0.X:	183.172
Miniball.Clu0.Cry0.Seg0.Y:	-1.98949
Miniball.Clu0.Cry0.Seg0.Z:	225.789
Miniball.Clu0.Cry0.Seg0.Theta:	0.681592
Miniball.Clu0.Cry0.Seg0.Phi:	-0.0108609
Miniball.Clu0.Cry0.Seg0.Ctr:	1
Miniball.Clu0.Cry0.Seg2.X:	165.073
Miniball.Clu0.Cry0.Seg2.Y:	11.2307
Miniball.Clu0.Cry0.Seg2.Z:	237.011
Miniball.Clu0.Cry0.Seg2.Theta:	0.609442
Miniball.Clu0.Cry0.Seg2.Phi:	0.0679304
Miniball.Clu0.Cry0.Seg2.Ctr:	2
Miniball.Clu0.Cry0.Seg3.X:	154.298
Miniball.Clu0.Cry0.Seg3.Y:	1.74916
Miniball.Clu0.Cry0.Seg3.Z:	236.46
Miniball.Clu0.Cry0.Seg3.Theta:	0.578184
Miniball.Clu0.Cry0.Seg3.Phi:	0.0113357
Miniball.Clu0.Cry0.Seg3.Ctr:	5
Miniball.Clu0.Cry0.Seg4.X:	164.095
Miniball.Clu0.Cry0.Seg4.Y:	-21.5141
Miniball.Clu0.Cry0.Seg4.Z:	231.06
Miniball.Clu0.Cry0.Seg4.Theta:	0.621556
Miniball.Clu0.Cry0.Seg4.Phi:	-0.130364
Miniball.Clu0.Cry0.Seg4.Ctr:	3
Miniball.Clu0.Cry1.Seg0.X:	123.138
Miniball.Clu0.Cry1.Seg0.Y:	50.7174
Miniball.Clu0.Cry1.Seg0.Z:	263.837
Miniball.Clu0.Cry1.Seg0.Theta:	0.467446
Miniball.Clu0.Cry1.Seg0.Phi:	0.390701
Miniball.Clu0.Cry1.Seg0.Ctr:	3
Miniball.Clu0.Cry1.Seg1.X:	100.203
Miniball.Clu0.Cry1.Seg1.Y:	20.7312
Miniball.Clu0.Cry1.Seg1.Z:	251.507
Miniball.Clu0.Cry1.Seg1.Theta:	0.386394
Miniball.Clu0.Cry1.Seg1.Phi:	0.204014
Miniball.Clu0.Cry1.Seg1.Ctr:	1
Miniball.Clu0.Cry1.Seg2.X:	112.208
Miniball.Clu0.Cry1.Seg2.Y:	13.2124
Miniball.Clu0.Cry1.Seg2.Z:	264.451
Miniball.Clu0.Cry1.Seg2.Theta:	0.403764
Miniball.Clu0.Cry1.Seg2.Phi:	0.117209
Miniball.Clu0.Cry1.Seg2.Ctr:	3
Miniball.Clu0.Cry1.Seg3.X:	151.726
Miniball.Clu0.Cry1.Seg3.Y:	15.2239
Miniball.Clu0.Cry1.Seg3.Z:	272.561
Miniball.Clu0.Cry1.Seg3.Theta:	0.510081
Miniball.Clu0.Cry1.Seg3.Phi:	0.100003
Miniball.Clu0.Cry1.Seg3.Ctr:	3
Miniball.Clu0.Cry1.Seg4.X:	156.263
Miniball.Clu0.Cry1.Seg4.Y:	32.1665
Miniball.Clu0.Cry1.Seg4.Z:	262.196
Miniball.Clu0.Cry1.Seg4.Theta:	0.546627
