Miniball.Clu0.Cry0.Seg0.X:	208.542
Miniball.Clu0.Cry0.Seg0.Y:	3.64496
Miniball.Clu0.Cry0.Seg0.Z:	235.781
Miniball.Clu0.Cry0.Seg0.Theta:	0.724246
Miniball.Clu0.Cry0.Seg0.Phi:	0.0174766
Miniball.Clu0.Cry0.Seg0.Ctr:	7
Miniball.Clu0.Cry0.Seg1.X:	176.888
Miniball.Clu0.Cry0.Seg1.Y:	20.861
Miniball.Clu0.Cry0.Seg1.Z:	217.225
Miniball.Clu0.Cry0.Seg1.Theta:	0.686789
Miniball.Clu0.Cry0.Seg1.Phi:	0.117391
Miniball.Clu0.Cry0.Seg1.Ctr:	4
Miniball.Clu0.Cry0.Seg2.X:	175.676
Miniball.Clu0.Cry0.Seg2.Y:	17.1828
Miniball.Clu0.Cry0.Seg2.Z:	242.408
Miniball.Clu0.Cry0.Seg2.Theta:	0.629383
Miniball.Clu0.Cry0.Seg2.Phi:	0.0974993
Miniball.Clu0.Cry0.Seg2.Ctr:	6
Miniball.Clu0.Cry0.Seg3.X:	161.889
Miniball.Clu0.Cry0.Seg3.Y:	-0.850216
Miniball.Clu0.Cry0.Seg3.Z:	243.954
Miniball.Clu0.Cry0.Seg3.Theta:	0.585887
Miniball.Clu0.Cry0.Seg3.Phi:	-0.00525178
Miniball.Clu0.Cry0.Seg3.Ctr:	10
Miniball.Clu0.Cry0.Seg4.X:	175.923
Miniball.Clu0.Cry0.Seg4.Y:	-10.472
Miniball.Clu0.Cry0.Seg4.Z:	248.513
Miniball.Clu0.Cry0.Seg4.Theta:	0.616843
Miniball.Clu0.Cry0.Seg4.Phi:	-0.0594562
Miniball.Clu0.Cry0.Seg4.Ctr:	7
Miniball.Clu0.Cry0.Seg5.X:	182.642
Miniball.Clu0.Cry0.Seg5.Y:	-16.9111
Miniball.Clu0.Cry0.Seg5.Z:	218.019
Miniball.Clu0.Cry0.Seg5.Theta:	0.699432
Miniball.Clu0.Cry0.Seg5.Phi:	-0.0923282
Miniball.Clu0.Cry0.Seg5.Ctr:	7
Miniball.Clu0.Cry1.Seg0.X:	115.583
Miniball.Clu0.Cry1.Seg0.Y:	45.9861
Miniball.Clu0.Cry1.Seg0.Z:	259.55
Miniball.Clu0.Cry1.Seg0.Theta:	0.446927
Miniball.Clu0.Cry1.Seg0.Phi:	0.378664
Miniball.Clu0.Cry1.Seg0.Ctr:	7
Miniball.Clu0.Cry1.Seg1.X:	111.192
Miniball.Clu0.Cry1.Seg1.Y:	34.5708
Miniball.Clu0.Cry1.Seg1.Z:	267.805
Miniball.Clu0.Cry1.Seg1.Theta:	0.410144
Miniball.Clu0.Cry1.Seg1.Phi:	0.301437
Miniball.Clu0.Cry1.Seg1.Ctr:	11
Miniball.Clu0.Cry1.Seg2.X:	119.222
Miniball.Clu0.Cry1.Seg2.Y:	14.1535
Miniball.Clu0.Cry1.Seg2.Z:	260.846
Miniball.Clu0.Cry1.Seg2.Theta:	0.431358
Miniball.Clu0.Cry1.Seg2.Phi:	0.118163
Miniball.Clu0.Cry1.Seg2.Ctr:	19
Miniball.Clu0.Cry1.Seg3.X:	136.559
Miniball.Clu0.Cry1.Seg3.Y:	12.018
Miniball.Clu0.Cry1.Seg3.Z:	257.786
Miniball.Clu0.Cry1.Seg3.Theta:	0.48875
Miniball.Clu0.Cry1.Seg3.Phi:	0.08778
Miniball.Clu0.Cry1.Seg3.Ctr:	12
Miniball.Clu0.Cry1.Seg4.X:	148.369
Miniball.Clu0.Cry1.Seg4.Y:	35.3852
Miniball.Clu0.Cry1.Seg4.Z:	252.865
Miniball.Clu0.Cry1.Seg4.Theta:	0.542773
Miniball.Clu0.Cry1.Seg4.Phi:	0.234122
Miniball.Clu0.Cry1.Seg4.Ctr:	11
Miniball.Clu0.Cry1.Seg5.X:	137.195
Miniball.Clu0.Cry1.Seg5.Y:	57.3449
Miniball.Clu0.Cry1.Seg5.Z:	250.076
Miniball.Clu0.Cry1.Seg5.Theta:	0.536445
