Miniball.Clu0.Cry0.Seg0.X:	195.792
Miniball.Clu0.Cry0.Seg0.Y:	-0.614583
Miniball.Clu0.Cry0.Seg0.Z:	223.1
Miniball.Clu0.Cry0.Seg0.Theta:	0.720302
Miniball.Clu0.Cry0.Seg0.Phi:	-0.00313895
Miniball.Clu0.Cry0.Seg0.Ctr:	151
Miniball.Clu0.Cry0.Seg1.X:	189.149
Miniball.Clu0.Cry0.Seg1.Y:	18.5426
Miniball.Clu0.Cry0.Seg1.Z:	230.286
Miniball.Clu0.Cry0.Seg1.Theta:	0.689981
Miniball.Clu0.Cry0.Seg1.Phi:	0.0977196
Miniball.Clu0.Cry0.Seg1.Ctr:	148
Miniball.Clu0.Cry0.Seg2.X:	170.803
Miniball.Clu0.Cry0.Seg2.Y:	18.9384
Miniball.Clu0.Cry0.Seg2.Z:	241.764
Miniball.Clu0.Cry0.Seg2.Theta:	0.617948
Miniball.Clu0.Cry0.Seg2.Phi:	0.110428
Miniball.Clu0.Cry0.Seg2.Ctr:	166
Miniball.Clu0.Cry0.Seg3.X:	161.111
Miniball.Clu0.Cry0.Seg3.Y:	-0.837993
Miniball.Clu0.Cry0.Seg3.Z:	248.32
Miniball.Clu0.Cry0.Seg3.Theta:	0.575541
Miniball.Clu0.Cry0.Seg3.Phi:	-0.00520129
Miniball.Clu0.Cry0.Seg3.Ctr:	159
Miniball.Clu0.Cry0.Seg4.X:	169.92
Miniball.Clu0.Cry0.Seg4.Y:	-18.3081
Miniball.Clu0.Cry0.Seg4.Z:	240.668
Miniball.Clu0.Cry0.Seg4.Theta:	0.617488
Miniball.Clu0.Cry0.Seg4.Phi:	-0.107331
Miniball.Clu0.Cry0.Seg4.Ctr:	155
Miniball.Clu0.Cry0.Seg5.X:	187.175
Miniball.Clu0.Cry0.Seg5.Y:	-18.7726
Miniball.Clu0.Cry0.Seg5.Z:	228.842
Miniball.Clu0.Cry0.Seg5.Theta:	0.688027
Miniball.Clu0.Cry0.Seg5.Phi:	-0.0999598
Miniball.Clu0.Cry0.Seg5.Ctr:	146
Miniball.Clu0.Cry1.Seg0.X:	120.877
Miniball.Clu0.Cry1.Seg0.Y:	51.0161
Miniball.Clu0.Cry1.Seg0.Z:	269.427
Miniball.Clu0.Cry1.Seg0.Theta:	0.453165
Miniball.Clu0.Cry1.Seg0.Phi:	0.399369
Miniball.Clu0.Cry1.Seg0.Ctr:	200
Miniball.Clu0.Cry1.Seg1.X:	111.164
Miniball.Clu0.Cry1.Seg1.Y:	32.8047
Miniball.Clu0.Cry1.Seg1.Z:	273.125
Miniball.Clu0.Cry1.Seg1.Theta:	0.401327
Miniball.Clu0.Cry1.Seg1.Phi:	0.286958
Miniball.Clu0.Cry1.Seg1.Ctr:	191
Miniball.Clu0.Cry1.Seg2.X:	120.978
Miniball.Clu0.Cry1.Seg2.Y:	14.1496
Miniball.Clu0.Cry1.Seg2.Z:	269.461
Miniball.Clu0.Cry1.Seg2.Theta:	0.424536
Miniball.Clu0.Cry1.Seg2.Phi:	0.116431
Miniball.Clu0.Cry1.Seg2.Ctr:	191
